fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,pec_bov,pec_bub,pec_sui,pec_cap,pec_ovi,pec_gal,pec_total,pec_risco_iminente,pec_risco_pos_deficit,pec_risco_total,cs_ish_urb,area_total_scbc,area_otto,area_scbc_otto,deman_pecuaria,densidade,deman_pecuaria_scbc,deman_pecuaria_otto,perc_deman_pecuaria,cs_ish,ire_cs_pec_eco,
20498,7775292,320520020000071,Rural,3205200,Vila Velha,Espírito Santo,5,"0,042","0,002","0,002","4,029","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"5,38699398","6,685041062","2,262","0,000283831","4,245763001E-05","9,603915908E-05","0,000283786799","0,3383674055","1,015",3,
20499,7775297,320520020000071,Rural,3205200,Vila Velha,Espírito Santo,5,"0,12",0,"0,005","3,851","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 0,00","R$ 0,00","R$ 0,00",5,"5,38699398","1,3606667","0,291","6,49176E-05","4,771014092E-05","1,388365101E-05","6,493350179E-05","0,2138657468","1,069",5,
20500,7775299,320520020000071,Rural,3205200,Vila Velha,Espírito Santo,5,"0,068","0,003","0,003","4,598","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"5,38699398","10,65731615","0,288","0,000554903","5,206779945E-05","1,499552624E-05","0,0005549386066","0,02702368926","0,081",3,
20501,7775298,320520020000071,Rural,3205200,Vila Velha,Espírito Santo,5,"0,044","0,001","0,001","3,001","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 0,00","R$ 0,00","R$ 0,00",5,"5,38699398","6,955644078",0,"0,000254426","3,657835236E-05",0,"0,000254439019",0,0,5,
20502,7775123,320520020000071,Rural,3205200,Vila Velha,Espírito Santo,5,"0,06","0,001","0,001","1,569","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 0,00","R$ 0,00","R$ 0,00",5,"5,38699398","9,476651986","0,951","0,000343839","3,628275054E-05","3,450489577E-05","0,0003438516269","0,1003518966","0,502",5,
20503,7774121,320520020100001,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,6254382642","8,280337806","0,211","0,000132957","1,605695361E-05","3,388017211E-06","0,0001330158037","0,02548205218","0,076",3,
20504,777413,320520020100001,Urbana,3205200,Vila Velha,Espírito Santo,1,"13,667","0,004","3,67","26,854","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 582.354,03","R$ 0,00","R$ 582.354,03",3,"0,6254382642","11,97443457","0,393","0,000340718","2,845378611E-05","1,118233794E-05","0,0003406487273","0,03281992128","0,098",3,
20505,777411,320520020100001,Urbana,3205200,Vila Velha,Espírito Santo,1,"13,942",0,"3,687","26,446","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 558.089,28","R$ 0,00","R$ 558.089,28",3,"0,6254382642","0,01171809313","0,004","6,74197E-08","5,753470232E-06","2,301388093E-08","6,904164278E-08","0,3413524671","1,024","3,07",
20506,7774121,320520020100002,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,3108898294","8,280337806","0,083","0,000132957","1,605695361E-05","1,332727149E-06","0,0001330158037","0,01002374564","0,03",3,
20507,777413,320520020100002,Urbana,3205200,Vila Velha,Espírito Santo,1,"13,667","0,004","3,67","26,854","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 582.354,03","R$ 0,00","R$ 582.354,03",3,"0,3108898294","11,97443457","0,007","0,000340718","2,845378611E-05","1,991765027E-07","0,0003406487273","0,0005845787506","0,002",3,
20508,777411,320520020100002,Urbana,3205200,Vila Velha,Espírito Santo,1,"13,942",0,"3,687","26,446","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 558.089,28","R$ 0,00","R$ 558.089,28",3,"0,3108898294","0,01171809313","0,008","6,74197E-08","5,753470232E-06","4,602776186E-08","6,904164278E-08","0,6827049343","2,048","3,07",
20509,7774125,320520020100004,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"1,249471329","16,1076752","0,766","0,000553449","3,435933449E-05","2,631925022E-05","0,0005535288786","0,04755496932","0,143",3,
20510,777431,320520020100004,Urbana,3205200,Vila Velha,Espírito Santo,1,"12,539","0,002","0,308","2,454","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 0,00","R$ 0,00","R$ 0,00",5,"1,249471329","27,54200832","0,484","0,001498778","5,441789076E-05","2,633825913E-05","0,001498831965","0,01757315568","0,088",5,
20511,7774125,320520020100005,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,05646738421","16,1076752","0,056","0,000553449","3,435933449E-05","1,924122731E-06","0,0005535288786","0,003476603501","0,01",3,
20512,7774121,320520020100007,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,1596665122","8,280337806","0,16","0,000132957","1,605695361E-05","2,569112577E-06","0,0001330158037","0,01932288317","0,058",3,
20513,7774121,320520020100008,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,08682661448","8,280337806","0,087","0,000132957","1,605695361E-05","1,396954964E-06","0,0001330158037","0,01050681772","0,032",3,
20514,7774121,320520020100010,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,06133398762","8,280337806","0,061","0,000132957","1,605695361E-05","9,7947417E-07","0,0001330158037","0,007366849207","0,022",3,
20515,7774121,320520020100012,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,06056988489","8,280337806","0,061","0,000132957","1,605695361E-05","9,7947417E-07","0,0001330158037","0,007366849207","0,022",3,
20516,7774121,320520020100013,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,03493623844","8,280337806","0,035","0,000132957","1,605695361E-05","5,619933762E-07","0,0001330158037","0,004226880693","0,013",3,
20517,7774121,320520020100014,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,08681983256","8,280337806","0,087","0,000132957","1,605695361E-05","1,396954964E-06","0,0001330158037","0,01050681772","0,032",3,
20518,7774121,320520020100016,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,1163470917","8,280337806","0,116","0,000132957","1,605695361E-05","1,862606618E-06","0,0001330158037","0,0140090903","0,042",3,
20519,7774123,320520020100017,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,16","0,002","0,007","4,648","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,06364328436","4,115021263","0,064","0,000114422","2,780593166E-05","1,779579626E-06","0,0001145048266","0,01555277504","0,047",3,
20520,7774123,320520020100019,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,16","0,002","0,007","4,648","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,02494858636","4,115021263","0,025","0,000114422","2,780593166E-05","6,951482914E-07","0,0001145048266","0,006075302751","0,018",3,
20521,7774121,320520020100020,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,1143638696","8,280337806","0,114","0,000132957","1,605695361E-05","1,830492711E-06","0,0001330158037","0,01376755426","0,041",3,
20522,7774121,320520020100021,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,119057078","8,280337806","0,119","0,000132957","1,605695361E-05","1,910777479E-06","0,0001330158037","0,01437139435","0,043",3,
20523,7774121,320520020100022,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,09208865796","8,280337806","0,018","0,000132957","1,605695361E-05","2,890251649E-07","0,0001330158037","0,002173824356","0,007",3,
20524,7774123,320520020100022,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,16","0,002","0,007","4,648","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,09208865796","4,115021263","0,075","0,000114422","2,780593166E-05","2,085444874E-06","0,0001145048266","0,01822590825","0,055",3,
20525,7774122,320520020100025,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,063","0,001","0,001","2,356","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,4134917828","9,883757969","0,126","0,000372064","3,764398128E-05","4,743141642E-06","0,000372148399","0,01274818752","0,064",5,
20526,7774121,320520020100031,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,2978276954","8,280337806","0,293","0,000132957","1,605695361E-05","4,704687407E-06","0,0001330158037","0,0353850298","0,106",3,
20527,777413,320520020100031,Urbana,3205200,Vila Velha,Espírito Santo,1,"13,667","0,004","3,67","26,854","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 582.354,03","R$ 0,00","R$ 582.354,03",3,"0,2978276954","11,97443457","0,005","0,000340718","2,845378611E-05","1,422689305E-07","0,0003406487273","0,0004175562504","0,001",3,
20528,7774121,320520020100034,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,04692713767","8,280337806","0,047","0,000132957","1,605695361E-05","7,546768195E-07","0,0001330158037","0,00567609693","0,017",3,
20529,7774121,320520020100035,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,05492433672","8,280337806","0,055","0,000132957","1,605695361E-05","8,831324484E-07","0,0001330158037","0,006642241088","0,02",3,
20530,7774121,320520020100036,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,04612473902","8,280337806","0,046","0,000132957","1,605695361E-05","7,386198659E-07","0,0001330158037","0,00555532891","0,017",3,
20531,7774121,320520020100040,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,1770975517","8,280337806","0,177","0,000132957","1,605695361E-05","2,842080788E-06","0,0001330158037","0,0213759395","0,064",3,
20532,7774121,320520020100042,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,1164627486","8,280337806","0,116","0,000132957","1,605695361E-05","1,862606618E-06","0,0001330158037","0,0140090903","0,042",3,
20533,7774121,320520020100043,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,09719770012","8,280337806","0,097","0,000132957","1,605695361E-05","1,5575245E-06","0,0001330158037","0,01171449792","0,035",3,
20534,7774122,320520020100044,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,063","0,001","0,001","2,356","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,3732913706","9,883757969","0,202","0,000372064","3,764398128E-05","7,604084219E-06","0,000372148399","0,02043757047","0,102",5,
20535,7774125,320520020100046,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,05789824378","16,1076752","0,058","0,000553449","3,435933449E-05","1,9928414E-06","0,0005535288786","0,003600767912","0,011",3,
20536,7774125,320520020100050,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,1220607294","16,1076752","0,122","0,000553449","3,435933449E-05","4,191838807E-06","0,0005535288786","0,007574029057","0,023",3,
20537,7774123,320520020100051,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,16","0,002","0,007","4,648","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,1176223835","4,115021263","0,118","0,000114422","2,780593166E-05","3,281099935E-06","0,0001145048266","0,02867542899","0,086",3,
20538,7774122,320520020100054,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,063","0,001","0,001","2,356","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,8925010011","9,883757969","0,48","0,000372064","3,764398128E-05","1,806911102E-05","0,000372148399","0,04856452389","0,243",5,
20539,7774123,320520020100057,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,16","0,002","0,007","4,648","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,04837023008","4,115021263","0,048","0,000114422","2,780593166E-05","1,334684719E-06","0,0001145048266","0,01166458128","0,035",3,
20540,7774121,320520020100058,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,04954909289","8,280337806","0,05","0,000132957","1,605695361E-05","8,028476803E-07","0,0001330158037","0,006038400989","0,018",3,
20541,7774121,320520020100059,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,05728940474","8,280337806","0,057","0,000132957","1,605695361E-05","9,152463556E-07","0,0001330158037","0,006883777128","0,021",3,
20542,7774123,320520020100060,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,16","0,002","0,007","4,648","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,01637558252","4,115021263","0,016","0,000114422","2,780593166E-05","4,448949065E-07","0,0001145048266","0,003888193761","0,012",3,
20543,7774123,320520020100061,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,16","0,002","0,007","4,648","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,03183174854","4,115021263","0,032","0,000114422","2,780593166E-05","8,89789813E-07","0,0001145048266","0,007776387521","0,023",3,
20544,7774121,320520020100062,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,08284306129","8,280337806","0,083","0,000132957","1,605695361E-05","1,332727149E-06","0,0001330158037","0,01002374564","0,03",3,
20545,7774121,320520020100063,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,09176864146","8,280337806","0,092","0,000132957","1,605695361E-05","1,477239732E-06","0,0001330158037","0,01111065782","0,033",3,
20546,777413,320520020100065,Urbana,3205200,Vila Velha,Espírito Santo,1,"13,667","0,004","3,67","26,854","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 582.354,03","R$ 0,00","R$ 582.354,03",3,"0,3049764521","11,97443457","0,305","0,000340718","2,845378611E-05","8,678404762E-06","0,0003406487273","0,02547093128","0,076",3,
20547,7774121,320520020100067,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,2646138193","8,280337806","0,138","0,000132957","1,605695361E-05","2,215859598E-06","0,0001330158037","0,01666598673","0,05",3,
20548,7774123,320520020100067,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,16","0,002","0,007","4,648","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,2646138193","4,115021263","0,127","0,000114422","2,780593166E-05","3,53135332E-06","0,0001145048266","0,03086253798","0,093",3,
20549,7774125,320520020100068,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,3179307926","16,1076752","0,31","0,000553449","3,435933449E-05","1,065139369E-05","0,0005535288786","0,01924548367","0,058",3,
20550,777431,320520020100068,Urbana,3205200,Vila Velha,Espírito Santo,1,"12,539","0,002","0,308","2,454","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,3179307926","27,54200832","0,007","0,001498778","5,441789076E-05","3,809252353E-07","0,001498831965","0,0002541572103","0,001",5,
20551,7774123,320520020100070,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,16","0,002","0,007","4,648","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,03768404633","4,115021263","0,038","0,000114422","2,780593166E-05","1,056625403E-06","0,0001145048266","0,009234460182","0,028",3,
20552,7774123,320520020100071,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,16","0,002","0,007","4,648","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,03933670665","4,115021263","0,039","0,000114422","2,780593166E-05","1,084431335E-06","0,0001145048266","0,009477472292","0,028",3,
20553,7774125,320520020100072,Urbana,3205200,Vila Velha,Espírito Santo,2,"0,102","0,005","0,005","4,975","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,7217314618","16,1076752","0,722","0,000553449","3,435933449E-05","2,48074395E-05","0,0005535288786","0,04482335229","0,134",3,
20554,7774121,320520020100074,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,1304741575","8,280337806","0,13","0,000132957","1,605695361E-05","2,087403969E-06","0,0001330158037","0,01569984257","0,047",3,
20555,7774125,320520020100075,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,09138194671","16,1076752","0,022","0,000553449","3,435933449E-05","7,559053587E-07","0,0005535288786","0,001365808518","0,004",3,
20556,7774123,320520020100075,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,16","0,002","0,007","4,648","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,09138194671","4,115021263","0,07","0,000114422","2,780593166E-05","1,946415216E-06","0,0001145048266","0,0170108477","0,051",3,
20557,7774125,320520020100076,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,05670494532","16,1076752","0,057","0,000553449","3,435933449E-05","1,958482066E-06","0,0005535288786","0,003538685707","0,011",3,
20558,7774125,320520020100077,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,05199494641","16,1076752","0,052","0,000553449","3,435933449E-05","1,786685393E-06","0,0005535288786","0,00322827468","0,01",3,
20559,7774121,320520020100078,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","R$ 22.869.351,11","R$ 0,00","R$ 612.153,68","R$ 731.522,50","R$ 51.436,80","R$ 287,37","R$ 24.264.751,45","R$ 24.264,75","R$ 0,00","R$ 24.264,75",3,"0,04668393182","8,280337806","0,047","0,000132957","1,605695361E-05","7,546768195E-07","0,0001330158037","0,00567609693","0,017",3,
