fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,irri_arroz,irri_cafe,irri_cana,irri_oc,irri_total,irri_arroz_risco_iminente,irri_arroz_risco_pos_deficit,irri_arroz_risco_total,irri_cafe_risco_iminente,irri_cafe_risco_pos_deficit,irri_cafe_risco_total,irri_cana_risco_iminente,irri_cana_risco_pos_deficit,irri_cana_risco_total,irri_oc_risco_iminente,irri_oc_risco_pos_deficit,irri_oc_risco_total,irri_total_risco_iminente,irri_total_risco_pos_deficit,irri_total_risco_total,cs_ish,area_scbc,area_otto,area_scbc,deman_agri,densidade,deman_agri_scbc,deman_agri_otto,perc_scbc,irri_risco_scbc,cs_ish_scbc,irri_scbc,ire_cs_irri_eco,,
Chave primária única da poção do setor cencitário,Código da respectiva ottobacia (BHO 2017) onde está a porção do setor censitário.,Código IBGE da porção do setor cencitário,Tipo de setor censitário (rural,Código do município,Nome do município,Unidade da Federação,"Situação do setor, se é urbana (1, 2 e 3) ou rural (demais valores)",disp_q95,dem_ret20,dem_acm,bal_perc,Produção irrigada por Municipio por cultura (Arroz) (1000 R$),Produção irrigada por Municipio por cultura (Café) (1000 R$),Produção irrigada por Municipio por cultura (Cana) (1000 R$),Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$),Valor da produção irrigada do município  (1000 R$),Produção irrigada por Municipio por cultura (Arroz) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Arroz) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Arroz) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Café) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Café) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Café) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Cana) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Cana) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Cana) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$)  em risco total., Valor de produção irrigada (1000 R$) em risco iminente, Valor de produção irrigada (1000 R$) em risco pós-déficit., Valor de produção irrigada (1000 R$) em risco total.,Classe (1-5) do Índice de Segurança Hídrica do município associado à produção irrigada,Área total do setor censitário (km²),Área total da ottobacia (km²),Área do setor censitário interno à ottobacia (km²),Demanda agrícola por BHO (m³/s) (tabela balanços  2020),Densidade da demanda agricola na BHO (m³/s . km²) (tabela balanços 2020),Demanda agricola estimada da porção do setor cencitário interno à ottobacia (m³/s),Demanda agricola estimada para a ottobacia (m³/s),Percentual da demanda agricola na porção do setor cencitário que está na ottobacia em relação à demanda agricola total da ottobacia, Valor de produção irrigada (mil R$) em risco da porção do setor censitário interno a cada ottobacia.,Classe (1-5) do Índice de Segurança Hídrica associado à agricultura irrigada da porção do setor censitário interno a cada ottobacia., Valor de produção irrigada (mil R$) por setor cencitário,Classe (1-5) do Índice de Segurança Hídrica da ottobacia associado à sua demanda,,Produção por Ottobacia (R$)
28214,775588275,292300110000005,Rural,2923001,Nova Viçosa,Bahia,8,"0,084",0,"0,003","3,51","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"89,30957022","11,53567584","3,439","0,000318","2,756665534E-05","9,480172772E-05","0,000318008936","0,2981186406","R$ 0,00","1,491",,5,,1
28215,775588274,292300110000005,Rural,2923001,Nova Viçosa,Bahia,8,"0,015","0,001","0,001","5,168","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1,72","R$ 0,00","R$ 1,72","R$ 80,53","R$ 0,00","R$ 80,53","R$ 82,24","R$ 0,00","R$ 82,24",3,"89,30957022","5,699576581","3,344","0,001486","0,0002607211218","0,0008718514313","0,001486110394","0,5867102499","R$ 48,25","1,76",,3,,1
28216,77558824,292300110000005,Rural,2923001,Nova Viçosa,Bahia,8,"0,034","0,002","0,002","6,078","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1,72","R$ 0,00","R$ 1,72","R$ 80,53","R$ 0,00","R$ 80,53","R$ 82,24","R$ 0,00","R$ 82,24",3,"89,30957022","12,7522696","8,523","0,004449","0,0003488790733","0,002973496341","0,004449254821","0,6683516164","R$ 54,97","2,005",,3,,1
28217,775582755,292300110000006,Urbana,2923001,Nova Viçosa,Bahia,1,"0,552","0,006","0,086","15,513","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 13,72","R$ 0,00","R$ 13,72","R$ 644,24","R$ 0,00","R$ 644,24","R$ 657,96","R$ 0,00","R$ 657,96",3,"0,2231643612","41,37677419","0,086","0,012811","0,0003096181433","2,662716032E-05","0,01281106991","0,002078460723","R$ 1,37","0,006",,3,,1
28218,775588274,292300110000006,Urbana,2923001,Nova Viçosa,Bahia,1,"0,015","0,001","0,001","5,168","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1,72","R$ 0,00","R$ 1,72","R$ 80,53","R$ 0,00","R$ 80,53","R$ 82,24","R$ 0,00","R$ 82,24",3,"0,2231643612","5,699576581","0,137","0,001486","0,0002607211218","3,571879369E-05","0,001486110394","0,02403687328","R$ 1,98","0,072",,3,,1
28219,77558265,292300125000012,Rural,2923001,Nova Viçosa,Bahia,8,"0,128","0,001","0,007","5,14","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1,72","R$ 0,00","R$ 1,72","R$ 80,53","R$ 0,00","R$ 80,53","R$ 82,24","R$ 0,00","R$ 82,24",3,"193,867884","11,53225571","3,723","0,001274","0,0001104727498","0,0004112900476","0,001273971751","0,3228336323","R$ 26,55","0,969",,3,,1
28220,77558263,292300125000012,Rural,2923001,Nova Viçosa,Bahia,8,"0,196","0,001","0,048","24,296","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 34,30","R$ 0,00","R$ 34,30","R$ 1.610,59","R$ 0,00","R$ 1.610,59","R$ 1.644,90","R$ 0,00","R$ 1.644,90",3,"193,867884","10,22728029","9,935","0,000951","9,298659791E-05","0,0009238218502","0,0009509739368","0,9714215039","R$ 1.597,89","2,914",,3,,1
28221,77558264,292300125000012,Rural,2923001,Nova Viçosa,Bahia,8,"0,04","0,095","0,095","236,328","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 241,82","R$ 989,57","R$ 1.231,39","R$ 11.354,69","R$ 46.465,66","R$ 57.820,35","R$ 11.596,51","R$ 47.455,23","R$ 59.051,74",1,"193,867884","15,19756754","1,921","0,000657","4,323060242E-05","8,304598724E-05","0,0006570186955","0,1264018071","R$ 7.464,25","0,126",,1,,1
28222,77558261,292300125000012,Rural,2923001,Nova Viçosa,Bahia,8,"0,229",0,"0,048","20,981","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 25,73","R$ 0,00","R$ 25,73","R$ 1.207,95","R$ 0,00","R$ 1.207,95","R$ 1.233,67","R$ 0,00","R$ 1.233,67",3,"193,867884","6,225836935","2,741","0,000319","5,123809109E-05","0,0001404436077","0,0003190083551","0,4402620931","R$ 543,14","1,321",,3,,1
28223,77558262,292300125000012,Rural,2923001,Nova Viçosa,Bahia,8,"0,017",0,0,"1,365","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"193,867884","6,243648145","0,892","9,64E-05","1,543969131E-05","1,377220465E-05","9,638999284E-05","0,1428651934","R$ 0,00","0,714",,"4,999",,1
28224,775582753,292300125000049,Rural,2923001,Nova Viçosa,Bahia,8,"0,612","0,001","0,089","14,516","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 12,01","R$ 0,00","R$ 12,01","R$ 563,71","R$ 0,00","R$ 563,71","R$ 575,71","R$ 0,00","R$ 575,71",3,"80,68115894","12,78563736","8,55","0,001391","0,0001087939507","0,0009301882781","0,001390930659","0,6687191072","R$ 384,99","2,006",,3,,1
28225,77558265,292300125000049,Rural,2923001,Nova Viçosa,Bahia,8,"0,128","0,001","0,007","5,14","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1,72","R$ 0,00","R$ 1,72","R$ 80,53","R$ 0,00","R$ 80,53","R$ 82,24","R$ 0,00","R$ 82,24",3,"80,68115894","11,53225571","7,809","0,001274","0,0001104727498","0,0008626817034","0,001273971751","0,6771441942","R$ 55,69","2,031",,3,,1
28226,77558266,292300125000049,Rural,2923001,Nova Viçosa,Bahia,8,"0,023","0,001","0,001","2,153","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"80,68115894","8,773548333","4,58","0,000972","0,0001107875586","0,0005074070184","0,0009720500391","0,5220236814","R$ 0,00","2,61",,5,,1
28227,77561293,292300125000049,Rural,2923001,Nova Viçosa,Bahia,8,"0,023","0,001","0,001","4,415","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1,72","R$ 0,00","R$ 1,72","R$ 80,53","R$ 0,00","R$ 80,53","R$ 82,24","R$ 0,00","R$ 82,24",3,"80,68115894","20,59753296","0,005","0,001911","9,277810132E-05","4,638905066E-07","0,001910950553","0,0002427475179","R$ 0,02","0,001",,3,,1
28228,775582752,292300125000049,Rural,2923001,Nova Viçosa,Bahia,8,"0,016",0,0,"1,295","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"80,68115894","5,888143348","5,888","0,000345","5,859232352E-05","0,0003449916009","0,0003449916009","0,9999756548","R$ 0,00",5,,5,,1
28229,77558267,292300125000049,Rural,2923001,Nova Viçosa,Bahia,8,"0,074","0,005","0,005","7,336","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3,43","R$ 0,00","R$ 3,43","R$ 161,06","R$ 0,00","R$ 161,06","R$ 164,49","R$ 0,00","R$ 164,49",3,"80,68115894","27,88306912","6,816","0,011022","0,0003952936441","0,002694321478","0,01102197268","0,2444494173","R$ 40,21","0,733",,3,,1
28230,77561292,292300125000049,Rural,2923001,Nova Viçosa,Bahia,8,"0,014",0,0,"2,701","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"80,68115894","12,78719657","3,189","0,000527","4,121309914E-05","0,0001314285732","0,0005269918987","0,2493900819","R$ 0,00","1,247",,5,,1
28231,77558264,292300125000049,Rural,2923001,Nova Viçosa,Bahia,8,"0,04","0,095","0,095","236,328","R$ 0,00","R$ 0,00","R$ 1.715,03","R$ 80.529,73","R$ 82.244,76","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 241,82","R$ 989,57","R$ 1.231,39","R$ 11.354,69","R$ 46.465,66","R$ 57.820,35","R$ 11.596,51","R$ 47.455,23","R$ 59.051,74",1,"80,68115894","15,19756754","9,096","0,000657","4,323060242E-05","0,0003932255596","0,0006570186955","0,5985168334","R$ 35.343,46","0,599",,1,,1
28232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
28371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
